Contributor,Species,Treatment,Co-author?,Biomes,Growth_form,Tree/Shrub/Liana,Evergreen_Deciduous,Wild/Garden/Potted,Life Stage,πtlp (MPa),πtlp SD,πtlp SE,total RWCtlp (%),tot RWCtlp SD,tot RWCtlp SE,LMA (g/m2),SWC,CFT* (mol m-2 MPa-1),πo (MPa),ε (MPa),af,RWCtlp (%),Ψpd (MPa),Ψmin (MPa),Latitude,Longitude,Elevation (m),Site Name,Rehydrated?,Month Collected,Year Collected,Other Env Notes,Methods notes,Reference,Other Notes,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 46.6",Y,TemperateConifer,W,T,E,Wild,Ad,-2.1545,,,86.457,,,536.80202,1.18886,2.22824,-1.70251,12.37294,0.37303,78.4,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 44.9",Y,TemperateConifer,W,T,E,Wild,Ad,-1.63939,,,91.29,,,556.23553,1.46765,2.40856,-1.29539,14.67554,0.5973,78.371,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 40.9",Y,TemperateConifer,W,T,E,Wild,Ad,-1.79908,,,89.114,,,530.31277,1.1773,2.09984,-1.33558,11.9646,0.59059,73.411,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 38.2",Y,TemperateConifer,W,T,E,Wild,Ad,-1.8308,,,87.318,,,544.99586,1.47278,3.09105,-1.31506,10.12449,0.57015,70.497,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 34.8",Y,TemperateConifer,W,T,E,Wild,Ad,-1.23786,,,90.94,,,489.28755,1.11212,2.21271,-0.79418,8.12158,0.75565,62.92,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 27.6",Y,TemperateConifer,W,T,E,Wild,Ad,-1.54215,,,89.807,,,540.11315,1.26747,2.51635,-1.14537,10.92162,0.61368,73.614,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 27",Y,TemperateConifer,W,T,E,Wild,Ad,-1.31564,,,92.716,,,557.48413,1.41523,2.42673,-0.97175,13.01048,0.72769,73.25,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 21.6",Y,TemperateConifer,W,T,E,Wild,Ad,-1.54307,,,89.935,,,490.47415,1.44504,2.56695,-1.1794,11.49131,0.58751,75.6,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 539, Height: 19.5",Y,TemperateConifer,W,T,E,Wild,Ad,-1.57556,,,88.606,,,491.7335,1.43478,2.83602,-1.16291,10.01239,0.57635,73.106,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 70.8",Y,TemperateConifer,W,T,E,Wild,Ad,-2.1774,,,84.843,,,528.29298,1.0812,2.21121,-1.54805,9.86318,0.49344,70.079,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 70.6",Y,TemperateConifer,W,T,E,Wild,Ad,-2.06169,,,88.095,,,537.57762,1.22771,2.11755,-1.63575,13.52776,0.43585,78.898,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 69.9",Y,TemperateConifer,W,T,E,Wild,Ad,-2.23707,,,85.488,,,558.00125,1.10534,2.22247,-1.64777,10.98666,0.46373,72.939,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 69",Y,TemperateConifer,W,T,E,Wild,Ad,-1.88319,,,88.127,,,556.33999,1.20804,2.35397,-1.27806,10.13497,0.64319,66.726,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 68.8",Y,TemperateConifer,W,T,E,Wild,Ad,-2.53862,,,82.926,,,549.49869,1.02704,2.10753,-2.01476,11.65664,0.20575,78.503,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 68.8",Y,TemperateConifer,W,T,E,Wild,Ad,-2.50744,,,84.337,,,554.81798,0.96449,1.85561,-1.97031,12.38487,0.29694,77.721,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 68.8",Y,TemperateConifer,W,T,E,Wild,Ad,-1.96555,,,87.675,,,480.20136,1.00827,1.68671,-1.45291,11.46478,0.54074,73.162,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 62.2",Y,TemperateConifer,W,T,E,Wild,Ad,-1.75542,,,88.984,,,541.68235,1.05379,1.98955,-1.25803,11.09374,0.6277,70.41,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 60.2",Y,TemperateConifer,W,T,E,Wild,Ad,-1.97547,,,86.047,,,514.73994,1.42553,2.87915,-1.54572,10.89763,0.37658,77.619,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 55.3",Y,TemperateConifer,W,T,E,Wild,Ad,-2.14927,,,88.9,,,548.28959,1.06802,1.67929,-1.63518,14.53568,0.55759,74.911,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 51.7",Y,TemperateConifer,W,T,E,Wild,Ad,-2.06967,,,88.068,,,579.31433,1.06896,1.98265,-1.62436,13.39495,0.45881,77.953,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 47.6",Y,TemperateConifer,W,T,E,Wild,Ad,-1.89131,,,89.638,,,500.06576,1.32832,2.02054,-1.59333,15.27835,0.36192,83.76,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 46.3",Y,TemperateConifer,W,T,E,Wild,Ad,-1.96071,,,87.37,,,563.32389,1.14773,2.31354,-1.43064,11.10441,0.5535,71.714,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 43.7",Y,TemperateConifer,W,T,E,Wild,Ad,-2.09483,,,86.372,,,495.84491,1.31746,2.36061,-1.65154,12.00919,0.38316,77.907,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 39.3",Y,TemperateConifer,W,T,E,Wild,Ad,-1.63236,,,90.434,,,519.76971,1.10821,1.87557,-1.16812,11.72933,0.6722,70.817,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 36.6",Y,TemperateConifer,W,T,E,Wild,Ad,-1.78531,,,91.232,,,513.47049,1.1706,1.64006,-1.2617,13.96507,0.70916,69.853,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 32",Y,TemperateConifer,W,T,E,Wild,Ad,-1.80796,,,88.248,,,539.93772,1.17401,2.28979,-1.38074,11.54141,0.51563,75.737,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 28.5",Y,TemperateConifer,W,T,E,Wild,Ad,-1.60203,,,89.914,,,529.11707,1.38467,2.56381,-1.2089,11.8014,0.6039,74.537,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 23.2",Y,TemperateConifer,W,T,E,Wild,Ad,-1.61175,,,89.452,,,611.26948,1.29657,2.88332,-1.20407,11.12933,0.59411,74.014,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 558, Height: 21.3",Y,TemperateConifer,W,T,E,Wild,Ad,-1.92781,,,87.124,,,569.9928,1.16248,2.45901,-1.34408,10.11938,0.59807,67.964,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 94.2",Y,TemperateConifer,W,T,E,Wild,Ad,-2.12344,,,86.965,,,559.74594,1.47412,2.81464,-1.72184,13.04699,0.32548,80.675,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 93.4",Y,TemperateConifer,W,T,E,Wild,Ad,-2.23028,,,84.46,,,476.20618,1.16787,2.15291,-1.6326,10.27411,0.44372,72.064,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 93.3",Y,TemperateConifer,W,T,E,Wild,Ad,-2.51871,,,83.906,,,557.6912,1.40555,2.78427,-2.02738,12.46853,0.19587,79.985,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 90.9",Y,TemperateConifer,W,T,E,Wild,Ad,-1.91879,,,86.296,,,585.66944,1.32429,3.07753,-1.34542,9.50527,0.55728,69.045,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 90.3",Y,TemperateConifer,W,T,E,Wild,Ad,-2.1285,,,84.177,,,523.44036,1.21866,2.63343,-1.57473,9.63935,0.40729,73.304,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 87.6",Y,TemperateConifer,W,T,E,Wild,Ad,-2.37156,,,83.667,,,535.60039,1.25963,2.58203,-1.86699,11.29887,0.25385,78.11,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 83.8",Y,TemperateConifer,W,T,E,Wild,Ad,-1.72021,,,89.567,,,482.10737,1.32385,2.15095,-1.33998,12.56127,0.53869,77.385,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 80.9",Y,TemperateConifer,W,T,E,Wild,Ad,-2.09117,,,87.508,,,510.02557,1.42342,2.40951,-1.6669,13.16806,0.40314,79.071,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 79.5",Y,TemperateConifer,W,T,E,Wild,Ad,-2.11249,,,85.982,,,565.5966,1.44882,3.02433,-1.66403,11.68641,0.35193,78.37,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 76.3",Y,TemperateConifer,W,T,E,Wild,Ad,-2.12626,,,86.823,,,529.87344,1.35967,2.48093,-1.58789,11.82552,0.49631,73.84,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
Cameron B. Williams,Sequoiadendron giganteum,"Tree: 738, Height: 73",Y,TemperateConifer,W,T,E,Wild,Ad,-2.11692,,,87.947,,,519.97248,1.41013,2.3193,-1.74351,14.36942,0.3371,81.818,,,36.69181,-118.91009,1679,Sequoia & Kings Canyon National Park,Y,July,2012,dry season,,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",Metadata and raw data files are provided.,,,,,,,,,,,,,
